cm-1,%T
450.0,99.46414044214173
453.9488320355951,97.47914281733657
457.8976640711902,97.50559110398085
461.8464961067853,98.45554825601346
465.7953281423804,98.55226968210202
469.7441601779755,96.9377489468153
473.6929922135706,98.11292723305472
477.6418242491657,98.4232363974679
481.5906562847608,97.37722431038821
485.53948832035593,98.32612357085308
489.48832035595103,97.7237043908073
493.4371523915462,97.48946345122008
497.38598442714124,97.81147188277679
501.3348164627364,97.75630840117721
505.2836484983315,97.29473156905422
509.2324805339266,99.09822687772642
513.1813125695217,97.75945328577032
517.1301446051168,97.61462440347306
521.0789766407119,98.41026715220639
525.027808676307,97.94965876941023
528.9766407119021,98.648504809821
532.9254727474972,97.85288360420972
536.8743047830924,98.16025226933333
540.8231368186874,98.03190602458962
544.7719688542825,98.06837907949156
548.7208008898776,97.88213112416979
552.6696329254728,97.93374397771089
556.6184649610678,98.81808211299295
560.567296996663,97.64761720561029
564.516129032258,97.71422889237951
568.4649610678532,97.81487695404324
572.4137931034483,98.26876459546259
576.3626251390434,98.1846776769532
580.3114571746385,98.44975283494064
584.2602892102336,97.32034167337537
588.2091212458287,98.11422659188453
592.1579532814238,97.89804789844673
596.1067853170189,97.84339911296864
600.055617352614,98.06681254035472
604.0044493882092,97.0086506568293
607.9532814238042,98.1209858041152
611.9021134593993,98.05718721816442
615.8509454949944,97.27698832166398
619.7997775305896,97.93831164283213
623.7486095661847,98.75385464607244
627.6974416017797,97.79301874675981
631.6462736373749,98.2793647899484
635.59510567297,97.87341302248527
639.5439377085651,97.58264769973185
643.4927697441602,97.52826485391356
647.4416017797553,97.78705321693137
651.3904338153504,98.62749632874412
655.3392658509455,98.38607433089906
659.2880978865406,97.62925866565739
663.2369299221357,98.47025052755677
667.1857619577308,97.90654408093
671.1345939933259,97.61912893387027
675.083426028921,98.1623765390274
679.0322580645161,97.47946149301643
682.9810901001113,97.12766449455162
686.9299221357064,98.509505930736
690.8787541713015,96.91257818461504
694.8275862068965,98.01488385069965
698.7764182424917,96.89581115092554
702.7252502780868,97.50746659073586
706.6740823136819,97.25402257553765
710.6229143492769,96.91314162396958
714.5717463848721,95.76489289093581
718.5205784204672,96.43353676309306
722.4694104560623,96.02160985934194
726.4182424916573,95.04664508332812
730.3670745272525,94.7933773000679
734.3159065628477,94.5282127415927
738.2647385984427,92.75728580321528
742.2135706340378,92.1742988629517
746.1624026696329,90.27213946822971
750.1112347052281,89.68653526913049
754.0600667408232,88.3458954900894
758.0088987764183,87.68150946830124
761.9577308120133,85.24941271121072
765.9065628476085,83.31559205383354
769.8553948832036,82.09044330455329
773.8042269187987,79.23461572121775
777.7530589543937,78.67217138958624
781.7018909899889,76.42679945566421
785.650723025584,75.12643954049783
789.5995550611791,74.93633950470539
793.5483870967741,73.73916953219846
797.4972191323693,73.79882528214078
801.4460511679645,72.26188045556523
805.3948832035595,73.26042439442905
809.3437152391546,73.32781399186945
813.2925472747497,74.20920134423713
817.2413793103449,74.42410214012135
821.1902113459399,77.0778209157896
825.139043381535,78.15702161699775
829.0878754171301,79.1436917254355
833.0367074527253,80.63134882975288
836.9855394883205,82.57254715552818
840.9343715239155,85.39120158258201
844.8832035595105,86.31083672631391
848.8320355951057,87.77498731381723
852.7808676307009,89.65626760097571
856.7296996662959,90.76914484422696
860.678531701891,92.09103402315147
864.6273637374861,93.41456907079294
868.5761957730813,94.1420581537099
872.5250278086763,95.2052151320318
876.4738598442714,94.85263544765496
880.4226918798665,96.01960528084268
884.3715239154617,96.25922314658003
888.3203559510567,96.83938533469687
892.2691879866518,97.04159610117279
896.218020022247,96.95601508400775
900.1668520578421,97.24698185779816
904.1156840934372,97.98618993101631
908.0645161290322,97.3115480701994
912.0133481646274,96.9991576800464
915.9621802002225,97.8991398136483
919.9110122358177,98.05394725975358
923.8598442714127,97.38723896669262
927.8086763070078,97.49919473502104
