cm-1,%T
450.0,97.2073814134275
453.9488320355951,97.6968086826808
457.8976640711902,97.67529364408614
461.8464961067853,98.40160074293154
465.7953281423804,98.41071112205623
469.7441601779755,98.20931706031578
473.6929922135706,98.30456078785782
477.6418242491657,98.26588594801741
481.5906562847608,97.98402841530124
485.53948832035593,97.02709229384728
489.48832035595103,96.82126728829363
493.4371523915462,96.82337912236466
497.38598442714124,97.99606408798975
501.3348164627364,97.902214643999
505.2836484983315,97.9480581749934
509.2324805339266,98.13748231985905
513.1813125695217,97.89763207108213
517.1301446051168,97.49940656926249
521.0789766407119,97.23686577523485
525.027808676307,97.03067971401998
528.9766407119021,98.65328004246514
532.9254727474972,98.49239292850555
536.8743047830924,97.31319951011818
540.8231368186874,97.87597483800562
544.7719688542825,98.2486137121145
548.7208008898776,98.85015202385378
552.6696329254728,97.70421987328143
556.6184649610678,98.10934029543718
560.567296996663,98.6217977241891
564.516129032258,97.11130565196338
568.4649610678532,97.63498170872198
572.4137931034483,97.99696873643062
576.3626251390434,97.64106975648352
580.3114571746385,99.12025874040515
584.2602892102336,98.47008308513873
588.2091212458287,98.11947403403964
592.1579532814238,97.51525904071406
596.1067853170189,98.46921757234804
600.055617352614,98.34685108493485
604.0044493882092,97.74719055525678
607.9532814238042,97.78897013254551
611.9021134593993,97.25171972083923
615.8509454949944,97.9746071827476
619.7997775305896,98.46651612619601
623.7486095661847,98.53593463794104
627.6974416017797,98.3146206338805
631.6462736373749,98.43984582975368
635.59510567297,97.69805125242351
639.5439377085651,97.75453377067196
643.4927697441602,98.62079856083479
647.4416017797553,98.21536380001115
651.3904338153504,97.5474581726111
655.3392658509455,98.19890309310286
659.2880978865406,98.33538790456453
663.2369299221357,98.22144466054466
667.1857619577308,97.83991565449386
671.1345939933259,97.42128116247947
675.083426028921,97.77433003761764
679.0322580645161,98.28556811788414
682.9810901001113,97.26288701113468
686.9299221357064,96.56153355699604
690.8787541713015,96.7378042963988
694.8275862068965,95.4819340584323
698.7764182424917,95.70934859150333
702.7252502780868,94.78605169701184
706.6740823136819,94.67039354533483
710.6229143492769,93.32047172582794
714.5717463848721,92.77141185669396
718.5205784204672,92.24089632705379
722.4694104560623,89.61033098224523
726.4182424916573,87.84662741954007
730.3670745272525,86.97293634722166
734.3159065628477,85.05815390167446
738.2647385984427,83.49997605770109
742.2135706340378,81.42463643664983
746.1624026696329,80.3750359579057
750.1112347052281,78.55042210724729
754.0600667408232,75.9483371215514
758.0088987764183,75.68782947837033
761.9577308120133,74.94368740211014
765.9065628476085,74.60137108577455
769.8553948832036,73.19297511407771
773.8042269187987,72.88801216224901
777.7530589543937,74.02929622119132
781.7018909899889,73.54799712673099
785.650723025584,74.64644167572047
789.5995550611791,75.82971086769244
793.5483870967741,77.1891671701801
797.4972191323693,78.21833791400259
801.4460511679645,79.18441929100383
805.3948832035595,81.92898843807721
809.3437152391546,82.86152710149565
813.2925472747497,84.49921199734405
817.2413793103449,87.45486801183186
821.1902113459399,88.43487588887318
825.139043381535,88.89141410720757
829.0878754171301,90.53500588173304
833.0367074527253,91.86667663016988
836.9855394883205,92.674447253557
840.9343715239155,92.99750658992407
844.8832035595105,95.20586030640223
848.8320355951057,95.86109427724725
