cm-1,%T
450.0,98.77358616572792
453.9488320355951,97.79031497439664
457.8976640711902,97.95928172750682
461.8464961067853,97.82719205929347
465.7953281423804,97.90574420118264
469.7441601779755,97.67144595205774
473.6929922135706,98.34454158885123
477.6418242491657,98.5969618829554
481.5906562847608,97.78629615389866
485.53948832035593,97.2852091710883
489.48832035595103,97.99717365495567
493.4371523915462,97.23181472279823
497.38598442714124,97.65374673590411
501.3348164627364,98.58433732220165
505.2836484983315,99.12692464658625
509.2324805339266,98.15908961379907
513.1813125695217,97.44193224568176
517.1301446051168,98.36010723477676
521.0789766407119,96.8541704307663
525.027808676307,97.6263194098954
528.9766407119021,98.72994520367983
532.9254727474972,98.3427164330178
536.8743047830924,97.28512767350334
540.8231368186874,97.14436721946119
544.7719688542825,98.3974735199183
548.7208008898776,97.94828707175645
552.6696329254728,97.6766389381722
556.6184649610678,98.17715022995756
560.567296996663,97.68628979811105
564.516129032258,97.01582723383251
568.4649610678532,98.37425348122153
572.4137931034483,97.64954778228771
576.3626251390434,97.47287637935226
580.3114571746385,97.3085017906004
584.2602892102336,98.0963359522202
588.2091212458287,97.57153099762198
592.1579532814238,98.28254830500023
596.1067853170189,97.83896990172181
600.055617352614,98.5096669773104
604.0044493882092,97.77976712019023
607.9532814238042,97.64673691170759
611.9021134593993,96.99218141310591
615.8509454949944,97.42543724428742
619.7997775305896,98.330370422981
623.7486095661847,99.49211090404549
627.6974416017797,97.34937643861184
631.6462736373749,97.45588978450607
635.59510567297,98.1402395850604
639.5439377085651,98.20962014612729
643.4927697441602,97.63537092938742
647.4416017797553,98.0113840938218
651.3904338153504,97.17247635434961
655.3392658509455,97.82409772889714
659.2880978865406,98.42040926320769
663.2369299221357,98.78531841750406
667.1857619577308,97.88901035414764
671.1345939933259,97.84344171117436
675.083426028921,98.1975410463167
679.0322580645161,98.52318948333172
682.9810901001113,98.21488444610733
686.9299221357064,97.59906041803141
690.8787541713015,98.14997082552931
694.8275862068965,98.45407129948285
698.7764182424917,97.6180851528589
702.7252502780868,97.30811013250526
706.6740823136819,98.22607228247344
710.6229143492769,98.1549932503049
714.5717463848721,98.45370200439933
718.5205784204672,98.01710084656408
722.4694104560623,97.652522412221
726.4182424916573,97.75577096626304
730.3670745272525,97.46152170397256
734.3159065628477,97.50243975922871
738.2647385984427,97.69431992393693
742.2135706340378,97.73313324339605
746.1624026696329,98.52794142205597
750.1112347052281,97.3636813913324
754.0600667408232,97.95020793186835
758.0088987764183,97.68111485658197
761.9577308120133,98.71436863326232
765.9065628476085,98.10482864076333
769.8553948832036,97.78890482023125
773.8042269187987,98.37994534741019
777.7530589543937,98.00808354430039
781.7018909899889,97.73835884062686
785.650723025584,98.73857947502205
789.5995550611791,98.3288345581525
793.5483870967741,98.83552441099498
797.4972191323693,98.55095579523534
801.4460511679645,98.36132845719959
805.3948832035595,98.04173060808259
809.3437152391546,97.43690700926217
813.2925472747497,98.32903985994442
817.2413793103449,98.01257771115033
821.1902113459399,98.31256666105267
825.139043381535,97.97282768257173
829.0878754171301,97.63415710351285
833.0367074527253,97.47704092289487
836.9855394883205,98.32505746920333
840.9343715239155,98.6197367847727
844.8832035595105,97.83454409363357
848.8320355951057,98.20364665420026
852.7808676307009,98.66557248558851
856.7296996662959,97.56324859195146
860.678531701891,97.8090189895956
864.6273637374861,97.42198079155334
